Date,Location,Rank,Score,Corps
6/23/19,"Sacramento, CA",4th,69.7,Mandarins
6/23/19,"Sacramento, CA",5th,65.75,The Academy
6/23/19,"Sacramento, CA",6th,62.7,Troopers
6/23/19,"Zionsville, IN",1st,73.35,Carolina Crown
6/23/19,"Zionsville, IN",2nd,69.3,The Cadets
6/23/19,"Zionsville, IN",3rd,68.15,Blue Stars
6/23/19,"Zionsville, IN",4th,66.85,Crossmen
6/23/19,"Zionsville, IN",5th,64.45,Colts
6/23/19,"Zionsville, IN",6th,62.4,Madison Scouts
6/24/19,"Evansville, IN",1st,74.95,Carolina Crown
6/24/19,"Evansville, IN",2nd,73.8,Boston Crusaders
6/24/19,"Evansville, IN",3rd,69.25,Blue Stars
6/24/19,"Evansville, IN",4th,67.55,Crossmen
6/24/19,"Evansville, IN",5th,66.85,Spirit of Atlanta
6/24/19,"Evansville, IN",6th,65.8,Phantom Regiment
6/24/19,"Evansville, IN",7th,58.8,Music City
6/25/19,"Hamilton, OH",1st,75.4,Bluecoats
6/25/19,"Hamilton, OH",2nd,71.1,The Cadets
6/25/19,"Hamilton, OH",3rd,67.9,Spirit of Atlanta
6/25/19,"Hamilton, OH",4th,65.3,Colts
6/25/19,"Hamilton, OH",5th,63.45,Madison Scouts
6/26/19,"Pittsburgh, PA",1st,77.2,Bluecoats
6/26/19,"Pittsburgh, PA",2nd,75.95,Boston Crusaders
6/26/19,"Pittsburgh, PA",3rd,72.1,The Cadets
6/26/19,"Pittsburgh, PA",4th,68.4,Spirit of Atlanta
6/26/19,"Pittsburgh, PA",5th,60.25,Music City
6/28/19,"Allentown, PA",1st,78.65,Bluecoats
6/28/19,"Allentown, PA",2nd,77,Boston Crusaders
6/28/19,"Allentown, PA",3rd,73.6,The Cadets
6/28/19,"Allentown, PA",4th,62.55,Music City
6/28/19,"Muncie, IN",1st,76.05,Carolina Crown
6/28/19,"Muncie, IN",2nd,71.8,Blue Stars
6/28/19,"Muncie, IN",3rd,69.8,Crossmen
6/28/19,"Muncie, IN",4th,68.75,Spirit of Atlanta
6/28/19,"Muncie, IN",5th,67.3,Phantom Regiment
6/28/19,"Muncie, IN",6th,66.2,Colts
6/28/19,"Muncie, IN",7th,63.7,Madison Scouts
6/28/19,"Vista, CA",1st,77,Santa Clara Vanguard
6/28/19,"Vista, CA",2nd,74.8,The Cavaliers
6/28/19,"Vista, CA",3rd,71.5,Blue Knights
6/28/19,"Vista, CA",4th,70.05,Mandarins
6/28/19,"Vista, CA",5th,63.05,Troopers
6/28/19,"Vista, CA",6th,62.15,Pacific Crest
6/28/19,"Vista, CA",7th,57.4,Genesis
6/29/19,"Lawrence, MA",1st,79.9,Bluecoats
6/29/19,"Lawrence, MA",2nd,78.35,Boston Crusaders
6/29/19,"Lawrence, MA",3rd,74.45,The Cadets
6/29/19,"Lawrence, MA",4th,62.8,Music City
6/29/19,"Pasadena, CA",1st,78.55,Santa Clara Vanguard
6/29/19,"Pasadena, CA",2nd,78.15,Blue Devils
6/29/19,"Pasadena, CA",3rd,75.85,The Cavaliers
6/29/19,"Pasadena, CA",4th,72.9,Blue Knights
6/29/19,"Pasadena, CA",5th,71.85,Mandarins
6/29/19,"Pasadena, CA",6th,67.2,The Academy
6/29/19,"Pasadena, CA",7th,63.25,Troopers
6/29/19,"Pasadena, CA",8th,61.85,Pacific Crest
6/29/19,"Pasadena, CA",9th,58.15,Genesis
6/29/19,"Rockford, IL",1st,78.3,Carolina Crown
6/29/19,"Rockford, IL",2nd,73.95,Blue Stars
6/29/19,"Rockford, IL",3rd,71.6,Crossmen
6/29/19,"Rockford, IL",4th,70.15,Spirit of Atlanta
6/29/19,"Rockford, IL",5th,69.2,Phantom Regiment
6/29/19,"Rockford, IL",6th,67,Colts
6/29/19,"Rockford, IL",7th,65.2,Madison Scouts
6/30/19,"Rochester, MN",1st,74.95,Blue Stars
6/30/19,"Rochester, MN",2nd,73.35,Crossmen
6/30/19,"Rochester, MN",3rd,71.55,Spirit of Atlanta
6/30/19,"Rochester, MN",4th,71.3,Phantom Regiment
6/30/19,"Rochester, MN",5th,68.75,Colts
6/30/19,"Rochester, MN",6th,66.65,Madison Scouts
6/30/19,"San Bernardino, CA",1st,78.6,Blue Devils
6/30/19,"San Bernardino, CA",2nd,78.55,Santa Clara Vanguard
6/30/19,"San Bernardino, CA",3rd,75.9,The Cavaliers
6/30/19,"San Bernardino, CA",4th,73.3,Blue Knights
6/30/19,"San Bernardino, CA",5th,71.95,Mandarins
6/30/19,"San Bernardino, CA",6th,67.55,The Academy
6/30/19,"San Bernardino, CA",7th,64.9,Troopers
6/30/19,"San Bernardino, CA",8th,63.3,Pacific Crest
6/30/19,"San Bernardino, CA",9th,59.8,Genesis
7/1/19,"Lynn, MA",1st,81.75,Bluecoats
7/1/19,"Lynn, MA",2nd,76.25,The Cadets
7/1/19,"Lynn, MA",3rd,64.3,Music City
7/1/19,"Mesa, AZ",1st,79.7,Santa Clara Vanguard
7/1/19,"Mesa, AZ",2nd,77.1,The Cavaliers
7/1/19,"Mesa, AZ",3rd,67.4,The Academy
7/1/19,"Mesa, AZ",4th,66.2,Troopers
7/2/19,"East Rutherford, NJ",1st,81.8,Bluecoats
7/2/19,"East Rutherford, NJ",2nd,79.95,Boston Crusaders
7/2/19,"East Rutherford, NJ",3rd,76.65,The Cadets
7/2/19,"East Rutherford, NJ",4th,65.55,Music City
7/2/19,"East Rutherford, NJ",5th,63.95,Jersey Surf
7/2/19,"Wausau, WI",1st,75.95,Blue Stars
7/2/19,"Wausau, WI",2nd,74,Crossmen
7/2/19,"Wausau, WI",3rd,69.35,Colts
7/2/19,"Wausau, WI",4th,67.6,Madison Scouts
7/3/19,"Cedarburg, WI",1st,77.85,Blue Stars
7/3/19,"Cedarburg, WI",2nd,75.9,Crossmen
7/3/19,"Cedarburg, WI",3rd,75.05,Phantom Regiment
7/3/19,"Cedarburg, WI",4th,71.45,Colts
7/3/19,"Cedarburg, WI",5th,68.6,Madison Scouts
7/5/19,"Camas, WA",1st,81.1,Blue Devils
7/5/19,"Camas, WA",2nd,74.7,Blue Knights
7/5/19,"Camas, WA",3rd,67.1,Troopers
7/5/19,"Camas, WA",4th,61.35,Genesis
7/5/19,"Camas, WA",5th,59.35,Seattle Cascades
7/5/19,"Lexington, SC",1st,80.8,Boston Crusaders
7/5/19,"Lexington, SC",2nd,80.65,Carolina Crown
7/5/19,"Lexington, SC",3rd,74.4,Phantom Regiment
7/5/19,"Lexington, SC",4th,73.15,Spirit of Atlanta
7/5/19,"Lexington, SC",5th,66.45,Music City
7/5/19,"Lexington, SC",6th,64.65,Jersey Surf
7/5/19,"Lisle, IL",1st,82.6,Bluecoats
7/5/19,"Lisle, IL",2nd,81.95,Santa Clara Vanguard
7/5/19,"Lisle, IL",3rd,79.05,The Cavaliers
7/5/19,"Lisle, IL",4th,78,The Cadets
7/5/19,"Lisle, IL",5th,76.4,Blue Stars
7/5/19,"Lisle, IL",6th,72.25,Colts
7/5/19,"Lisle, IL",7th,68.85,The Academy
7/5/19,"Sacramento, CA",1st,75.5,Mandarins
7/5/19,"Sacramento, CA",2nd,66.95,Pacific Crest
7/6/19,"Renton, WA",1st,82.95,Blue Devils
7/6/19,"Renton, WA",2nd,75.8,Blue Knights
7/6/19,"Renton, WA",3rd,67.65,Troopers
7/6/19,"Renton, WA",4th,60.75,Genesis
7/6/19,"Renton, WA",5th,57.7,Seattle Cascades
7/6/19,"Whitewater, WI",1st,83.8,Bluecoats
7/6/19,"Whitewater, WI",2nd,83,Santa Clara Vanguard
7/6/19,"Whitewater, WI",3rd,80.05,The Cavaliers
7/6/19,"Whitewater, WI",4th,78.35,The Cadets
7/6/19,"Whitewater, WI",5th,76.55,Blue Stars
7/6/19,"Whitewater, WI",6th,75.95,Crossmen
7/6/19,"Whitewater, WI",7th,70.8,The Academy
7/6/19,"Whitewater, WI",8th,69.65,Madison Scouts
7/7/19,"Menomonie, WI",1st,84.9,Bluecoats
7/7/19,"Menomonie, WI",2nd,84,Santa Clara Vanguard
7/7/19,"Menomonie, WI",3rd,79,The Cadets
7/7/19,"Menomonie, WI",4th,77.75,Blue Stars
7/7/19,"Menomonie, WI",5th,76.65,Crossmen
7/7/19,"Menomonie, WI",6th,72.6,Colts
7/7/19,"Menomonie, WI",7th,71.9,The Academy
7/7/19,"Menomonie, WI",8th,70.05,Madison Scouts
7/8/19,"Tri Cities, WA",1st,84.1,Blue Devils
7/8/19,"Tri Cities, WA",2nd,77.8,Blue Knights
7/8/19,"Tri Cities, WA",3rd,68.95,Pacific Crest
7/8/19,"Tri Cities, WA",4th,68.65,Troopers
7/8/19,"Tri Cities, WA",5th,62.6,Genesis
7/8/19,"Tri Cities, WA",6th,59.85,Seattle Cascades
7/8/19,"Valdosta, GA",1st,81.9,Carolina Crown
7/8/19,"Valdosta, GA",2nd,75.3,Phantom Regiment
7/8/19,"Valdosta, GA",3rd,73.7,Spirit of Atlanta
7/8/19,"Valdosta, GA",4th,67.85,Music City
7/8/19,"Valdosta, GA",5th,65.65,Jersey Surf
7/9/19,"Boise, ID",1st,85.45,Blue Devils
7/9/19,"Boise, ID",2nd,78.45,Blue Knights
7/9/19,"Boise, ID",3rd,70.1,Pacific Crest
7/9/19,"Boise, ID",3rd,70.1,Troopers
7/9/19,"Boise, ID",5th,63.05,Genesis
7/9/19,"Boise, ID",6th,60.65,Seattle Cascades
7/9/19,"Hoschton, GA",1st,76.7,Phantom Regiment
7/9/19,"Hoschton, GA",2nd,75.25,Spirit of Atlanta
7/9/19,"Hoschton, GA",3rd,69,Music City
7/9/19,"Hoschton, GA",4th,67,Jersey Surf
7/9/19,"Mankato, MN",1st,85.7,Bluecoats
7/9/19,"Mankato, MN",2nd,78.95,Blue Stars
7/9/19,"Mankato, MN",3rd,72.65,Colts
7/9/19,"Mankato, MN",4th,71.4,The Academy
7/9/19,"Mankato, MN",5th,69.7,Madison Scouts
7/9/19,"Sioux City, IA",1st,79,The Cadets
7/9/19,"Sioux City, IA",2nd,77.7,Crossmen
7/9/19,"Sioux City, IA",3rd,76,Mandarins
7/10/19,"Ankeny, IA",1st,86.3,Bluecoats
7/10/19,"Ankeny, IA",2nd,85.6,Santa Clara Vanguard
7/10/19,"Ankeny, IA",3rd,79.65,Blue Stars
7/10/19,"Ankeny, IA",4th,77.5,Mandarins
7/10/19,"Ankeny, IA",5th,74,Colts
7/10/19,"Ankeny, IA",6th,73,The Academy
7/10/19,"Ogden, UT",1st,86.45,Blue Devils
7/10/19,"Ogden, UT",2nd,80.2,Blue Knights
7/10/19,"Ogden, UT",3rd,71.9,Pacific Crest
7/10/19,"Ogden, UT",4th,70.5,Troopers
7/10/19,"Ogden, UT",5th,63.3,Genesis
7/10/19,"Ogden, UT",6th,60.95,Seattle Cascades
7/11/19,"Knoxville, TN",1st,84.3,Boston Crusaders
7/11/19,"Knoxville, TN",2nd,77.8,Phantom Regiment
7/11/19,"Knoxville, TN",3rd,75.9,Spirit of Atlanta
7/11/19,"Knoxville, TN",4th,69.25,Music City
7/11/19,"Knoxville, TN",5th,66.75,Jersey Surf
7/12/19,"Casper, WY",1st,79.8,The Cadets
7/12/19,"Casper, WY",2nd,78.6,Crossmen
7/12/19,"Casper, WY",3rd,70.3,Troopers
7/12/19,"Casper, WY",4th,64.7,Genesis
7/12/19,"Dubuque, IA",1st,82.65,The Cavaliers
7/12/19,"Dubuque, IA",2nd,80.2,Blue Stars
7/12/19,"Dubuque, IA",3rd,75.15,Colts
7/12/19,"Dubuque, IA",4th,74.5,The Academy
7/12/19,"Dubuque, IA",5th,71.8,Madison Scouts
7/13/19,"DeKalb, IL",1st,87.5,Bluecoats
7/13/19,"DeKalb, IL",2nd,83.55,The Cavaliers
7/13/19,"DeKalb, IL",3rd,81.15,Blue Stars
7/13/19,"DeKalb, IL",4th,79.45,Mandarins
7/13/19,"DeKalb, IL",5th,78.85,Phantom Regiment
7/13/19,"DeKalb, IL",6th,75.5,Colts
7/13/19,"DeKalb, IL",7th,74.65,The Academy
7/13/19,"DeKalb, IL",8th,73.05,Madison Scouts
7/13/19,"Memphis, TN",1st,87.2,Santa Clara Vanguard
7/13/19,"Memphis, TN",2nd,86.4,Carolina Crown
7/13/19,"Memphis, TN",3rd,85.55,Boston Crusaders
7/13/19,"Memphis, TN",4th,77.4,Spirit of Atlanta
7/13/19,"Memphis, TN",5th,70,Music City
7/13/19,"Memphis, TN",6th,66.65,Jersey Surf
7/14/19,"Belleville, IL",1st,88.1,Bluecoats
7/14/19,"Belleville, IL",2nd,86.6,Boston Crusaders
7/14/19,"Belleville, IL",3rd,84.6,The Cavaliers
7/14/19,"Belleville, IL",4th,81.85,Blue Stars
7/14/19,"Belleville, IL",5th,80.5,Mandarins
7/14/19,"Belleville, IL",6th,78.65,Phantom Regiment
7/14/19,"Belleville, IL",7th,77.15,Spirit of Atlanta
7/14/19,"Belleville, IL",8th,75.4,Colts
7/15/19,"Bentonville, AR",1st,86.35,Carolina Crown
7/15/19,"Bentonville, AR",2nd,74.55,The Academy
7/15/19,"Bentonville, AR",3rd,73.15,Madison Scouts
7/15/19,"Bentonville, AR",4th,70.3,Music City
7/15/19,"Bentonville, AR",5th,67.6,Jersey Surf
7/15/19,"El Dorado, KS",1st,88.4,Blue Devils
7/15/19,"El Dorado, KS",2nd,88.35,Santa Clara Vanguard
7/15/19,"El Dorado, KS",3rd,83.3,Blue Knights
7/15/19,"El Dorado, KS",4th,82.95,The Cadets
7/15/19,"El Dorado, KS",5th,81.25,Mandarins
7/15/19,"El Dorado, KS",6th,80.75,Crossmen
7/15/19,"Olathe, KS",1st,88.4,Bluecoats
7/15/19,"Olathe, KS",2nd,74.95,Colts
7/15/19,"Olathe, KS",3rd,73.65,Pacific Crest
7/15/19,"Olathe, KS",4th,71.45,Troopers
7/16/19,"Broken Arrow, OK",1st,89.375,Bluecoats
7/16/19,"Broken Arrow, OK",2nd,88.725,Blue Devils
7/16/19,"Broken Arrow, OK",3rd,88.05,Santa Clara Vanguard
7/16/19,"Broken Arrow, OK",4th,86.85,Carolina Crown
7/16/19,"Broken Arrow, OK",5th,86.15,Boston Crusaders
7/16/19,"Broken Arrow, OK",6th,84.35,The Cavaliers
7/16/19,"Broken Arrow, OK",7th,82.3,The Cadets
7/16/19,"Broken Arrow, OK",8th,81.9,Blue Stars
7/16/19,"Broken Arrow, OK",9th,79.1,Phantom Regiment
7/18/19,"Belton, TX",1st,77.85,Spirit of Atlanta
7/18/19,"Belton, TX",2nd,73.9,Madison Scouts
7/18/19,"Belton, TX",3rd,69,Music City
7/18/19,"Belton, TX",4th,67.75,Genesis
7/18/19,"Belton, TX",5th,65.95,Jersey Surf
7/18/19,"Denton, TX",1st,89.45,Santa Clara Vanguard
7/18/19,"Denton, TX",2nd,88,Carolina Crown
7/18/19,"Denton, TX",3rd,87.025,Boston Crusaders
7/18/19,"Denton, TX",4th,86.1,The Cavaliers
7/18/19,"Denton, TX",5th,83.95,The Cadets
7/18/19,"Denton, TX",6th,83.85,Blue Knights
7/18/19,"Denton, TX",7th,82.775,Crossmen
7/18/19,"Denton, TX",8th,81.975,Mandarins
7/18/19,"Denton, TX",9th,80.1,Phantom Regiment
7/18/19,"Denton, TX",10th,77.4,The Academy
7/18/19,"Denton, TX",11th,76.25,Colts
7/18/19,"Denton, TX",12th,75.1,Pacific Crest
7/18/19,"Denton, TX",13th,72.675,Troopers
7/19/19,"Katy, TX",1st,90.725,Bluecoats
7/19/19,"Katy, TX",2nd,90.425,Blue Devils
7/19/19,"Katy, TX",3rd,89.825,Santa Clara Vanguard
7/19/19,"Katy, TX",4th,88.325,Carolina Crown
7/19/19,"Katy, TX",5th,86.85,The Cavaliers
7/19/19,"Katy, TX",6th,84.45,Blue Stars
7/19/19,"Katy, TX",7th,83.925,The Cadets
7/19/19,"Katy, TX",8th,80.3,Phantom Regiment
7/20/19,"San Antonio, TX",1st,91.213,Bluecoats
7/20/19,"San Antonio, TX",2nd,91.013,Blue Devils
7/20/19,"San Antonio, TX",3rd,90.475,Santa Clara Vanguard
7/20/19,"San Antonio, TX",4th,88.863,Carolina Crown
7/20/19,"San Antonio, TX",5th,88.513,Boston Crusaders
7/20/19,"San Antonio, TX",6th,87.5,The Cavaliers
7/20/19,"San Antonio, TX",7th,85.55,Blue Knights
7/20/19,"San Antonio, TX",8th,85.225,Blue Stars
7/20/19,"San Antonio, TX",9th,83.575,The Cadets
7/20/19,"San Antonio, TX",10th,82.175,Mandarins
7/20/19,"San Antonio, TX",11th,81.875,Crossmen
7/20/19,"San Antonio, TX",12th,80.613,Phantom Regiment
7/20/19,"San Antonio, TX",13th,78.875,Spirit of Atlanta
7/20/19,"San Antonio, TX",14th,77.513,The Academy
7/20/19,"San Antonio, TX",15th,76.725,Colts
7/20/19,"San Antonio, TX",16th,75.2,Pacific Crest
7/20/19,"San Antonio, TX",17th,73.5,Madison Scouts
7/20/19,"San Antonio, TX",18th,72.563,Troopers
7/20/19,"San Antonio, TX",19th,70.588,Genesis
7/20/19,"San Antonio, TX",20th,70.3,Music City
7/20/19,"San Antonio, TX",21st,68.375,Jersey Surf
7/20/19,"San Antonio, TX",22nd,64.9,Seattle Cascades
7/22/19,"Lafayette, LA",1st,85.6,Blue Stars
7/22/19,"Lafayette, LA",2nd,84.25,The Cadets
7/22/19,"Lafayette, LA",3rd,83.55,Mandarins
7/22/19,"Lafayette, LA",4th,78.8,The Academy
7/22/19,"Lafayette, LA",5th,76.25,Pacific Crest
7/22/19,"Lafayette, LA",6th,72.425,Genesis
7/22/19,"Lafayette, LA",7th,71.15,Music City
7/22/19,"Lafayette, LA",8th,70.45,Jersey Surf
7/22/19,"Lafayette, LA",9th,67.2,Seattle Cascades
7/22/19,"Mesquite, TX",1st,91.55,Bluecoats
7/22/19,"Mesquite, TX",2nd,91.175,Blue Devils
7/22/19,"Mesquite, TX",3rd,89.5,Carolina Crown
7/22/19,"Mesquite, TX",4th,88.6,The Cavaliers
7/22/19,"Mesquite, TX",5th,84.55,Blue Knights
7/22/19,"Mesquite, TX",6th,82.5,Crossmen
7/22/19,"Mesquite, TX",7th,80.75,Phantom Regiment
7/22/19,"Mesquite, TX",8th,80.05,Spirit of Atlanta
7/22/19,"Mesquite, TX",9th,78,Colts
7/22/19,"Mesquite, TX",10th,75.2,Troopers
7/22/19,"Mesquite, TX",11th,74.15,Madison Scouts
7/24/19,"Hattiesburg, MS",1st,92.15,Blue Devils
7/24/19,"Hattiesburg, MS",2nd,87.35,Blue Stars
7/24/19,"Hattiesburg, MS",3rd,84.65,Mandarins
7/24/19,"Hattiesburg, MS",4th,84.05,The Cadets
7/24/19,"Hattiesburg, MS",5th,79.4,The Academy
7/24/19,"Hattiesburg, MS",6th,76.1,Troopers
7/24/19,"Hattiesburg, MS",7th,74.6,Madison Scouts
7/24/19,"Hattiesburg, MS",8th,67.8,Seattle Cascades
7/24/19,"Little Rock, AR",1st,92.05,Bluecoats
7/24/19,"Little Rock, AR",2nd,91.25,Santa Clara Vanguard
7/24/19,"Little Rock, AR",3rd,89.85,Boston Crusaders
7/24/19,"Little Rock, AR",4th,88.575,The Cavaliers
7/24/19,"Little Rock, AR",5th,85.55,Blue Knights
7/24/19,"Little Rock, AR",6th,82.7,Crossmen
7/24/19,"Little Rock, AR",7th,82.05,Phantom Regiment
7/24/19,"Little Rock, AR",8th,78.65,Colts
7/24/19,"Little Rock, AR",9th,72.75,Music City
7/24/19,"Little Rock, AR",10th,69.9,Jersey Surf
7/25/19,"Dothan, AL",1st,85.65,Mandarins
7/25/19,"Dothan, AL",2nd,82.3,Spirit of Atlanta
7/25/19,"Dothan, AL",3rd,78.6,Pacific Crest
7/25/19,"Dothan, AL",4th,72.75,Genesis
7/25/19,"Dothan, AL",5th,69.3,Seattle Cascades
7/26/19,"Murfreesboro, TN",1st,93.5,Blue Devils
7/26/19,"Murfreesboro, TN",2nd,93.425,Bluecoats
7/26/19,"Murfreesboro, TN",3rd,92.575,Santa Clara Vanguard
7/26/19,"Murfreesboro, TN",4th,90.075,Carolina Crown
7/26/19,"Murfreesboro, TN",5th,89.975,Boston Crusaders
7/26/19,"Murfreesboro, TN",6th,89.5,The Cavaliers
7/26/19,"Murfreesboro, TN",7th,86.75,Blue Stars
7/26/19,"Murfreesboro, TN",8th,86.05,The Cadets
7/26/19,"Murfreesboro, TN",9th,73.05,Music City
7/26/19,"Trussville, AL",1st,87.45,Blue Knights
7/26/19,"Trussville, AL",2nd,80.65,Colts
7/26/19,"Trussville, AL",3rd,80.25,Pacific Crest
7/26/19,"Trussville, AL",4th,76.925,Madison Scouts
7/26/19,"Trussville, AL",5th,76.6,Troopers
7/26/19,"Trussville, AL",6th,73.3,Genesis
7/26/19,"Trussville, AL",7th,72.05,Jersey Surf
7/27/19,"Atlanta, GA",1st,93.762,Bluecoats
7/27/19,"Atlanta, GA",2nd,93.637,Blue Devils
7/27/19,"Atlanta, GA",3rd,93.25,Santa Clara Vanguard
7/27/19,"Atlanta, GA",4th,91.588,Carolina Crown
7/27/19,"Atlanta, GA",5th,90.675,Boston Crusaders
7/27/19,"Atlanta, GA",6th,90.613,The Cavaliers
7/27/19,"Atlanta, GA",7th,87.175,Blue Knights
7/27/19,"Atlanta, GA",8th,86.913,Blue Stars
7/27/19,"Atlanta, GA",9th,85.95,The Cadets
7/27/19,"Atlanta, GA",10th,85.05,Mandarins
7/27/19,"Atlanta, GA",11th,84.213,Crossmen
7/27/19,"Atlanta, GA",12th,83.725,Phantom Regiment
7/27/19,"Atlanta, GA",13th,82.4,Spirit of Atlanta
7/27/19,"Atlanta, GA",14th,79.875,Colts
7/27/19,"Atlanta, GA",14th,79.875,The Academy
7/27/19,"Atlanta, GA",16th,79.25,Pacific Crest
7/27/19,"Atlanta, GA",17th,77.1,Madison Scouts
7/27/19,"Atlanta, GA",18th,76.275,Troopers
7/27/19,"Atlanta, GA",19th,73.55,Genesis
7/27/19,"Atlanta, GA",20th,73.25,Music City
7/27/19,"Atlanta, GA",21st,71.15,Jersey Surf
7/27/19,"Atlanta, GA",22nd,69.225,Seattle Cascades
7/28/19,"Winston-Salem, NC",1st,94.15,Blue Devils
7/28/19,"Winston-Salem, NC",2nd,94.075,Bluecoats
7/28/19,"Winston-Salem, NC",3rd,93.4,Santa Clara Vanguard
7/28/19,"Winston-Salem, NC",4th,91.575,Carolina Crown
7/28/19,"Winston-Salem, NC",5th,91.4,The Cavaliers
7/28/19,"Winston-Salem, NC",6th,90.275,Boston Crusaders
7/28/19,"Winston-Salem, NC",7th,87.825,Blue Knights
7/28/19,"Winston-Salem, NC",8th,86.85,Blue Stars
7/28/19,"Winston-Salem, NC",9th,86.65,The Cadets
7/28/19,"Winston-Salem, NC",10th,84.425,Phantom Regiment
7/28/19,"Winston-Salem, NC",11th,83,Spirit of Atlanta
7/29/19,"Centerville, OH",1st,94.625,Blue Devils
7/29/19,"Centerville, OH",2nd,94.35,Bluecoats
7/29/19,"Centerville, OH",3rd,81.45,Colts
7/29/19,"Centerville, OH",4th,76.95,Troopers
7/29/19,"Centerville, OH",5th,74.2,Music City
7/29/19,"Charleston, WV",1st,85.75,Mandarins
7/29/19,"Charleston, WV",2nd,84.8,Phantom Regiment
7/29/19,"Charleston, WV",3rd,81.3,The Academy
7/29/19,"Charleston, WV",4th,81,Pacific Crest
7/29/19,"Charleston, WV",5th,77.35,Madison Scouts
7/29/19,"Charleston, WV",6th,69.65,Seattle Cascades
7/30/19,"Annapolis, MD",1st,92.05,The Cavaliers
7/30/19,"Annapolis, MD",2nd,88.3,The Cadets
7/30/19,"Annapolis, MD",3rd,87.15,Mandarins
7/30/19,"Annapolis, MD",4th,84.6,Spirit of Atlanta
7/30/19,"Annapolis, MD",5th,74.2,Jersey Surf
7/30/19,"Annapolis, MD",6th,70.75,Seattle Cascades
7/30/19,"Salem, VA",1st,92.5,Carolina Crown
7/30/19,"Salem, VA",2nd,87.75,Blue Knights
7/30/19,"Salem, VA",3rd,87.2,Blue Stars
7/30/19,"Salem, VA",4th,84.45,Crossmen
7/30/19,"Salem, VA",5th,79.35,Pacific Crest
7/30/19,"Salem, VA",6th,77.2,Madison Scouts
8/1/19,"Lawrence, MA",1st,93.25,Carolina Crown
8/1/19,"Lawrence, MA",2nd,92.7,Boston Crusaders
8/1/19,"Lawrence, MA",3rd,87.05,Mandarins
8/1/19,"Lawrence, MA",4th,82.35,Colts
8/1/19,"Lawrence, MA",5th,70.75,Seattle Cascades
8/1/19,"Rome, NY",1st,86.2,Phantom Regiment
8/1/19,"Rome, NY",2nd,84.95,Spirit of Atlanta
8/1/19,"Rome, NY",3rd,81.75,Pacific Crest
8/1/19,"Rome, NY",4th,75.85,Music City
8/1/19,"Rome, NY",5th,75.5,Jersey Surf
8/2/19,"Allentown, PA",1st,95.175,Bluecoats
8/2/19,"Allentown, PA",2nd,94.95,Blue Devils
8/2/19,"Allentown, PA",3rd,93.588,Santa Clara Vanguard
8/2/19,"Allentown, PA",4th,88.1,Blue Knights
8/2/19,"Allentown, PA",5th,88.025,Blue Stars
8/2/19,"Allentown, PA",6th,82.15,The Academy
8/2/19,"Allentown, PA",7th,79.375,Madison Scouts
8/2/19,"Allentown, PA",8th,78.25,Troopers
8/2/19,"Allentown, PA",9th,76.125,Genesis
8/2/19,"Allentown, PA",10th,74.45,Music City
8/3/19,"Allentown, PA",1st,93.638,Carolina Crown
8/3/19,"Allentown, PA",2nd,92.65,The Cavaliers
8/3/19,"Allentown, PA",3rd,91.975,Boston Crusaders
8/3/19,"Allentown, PA",4th,87.875,The Cadets
8/3/19,"Allentown, PA",5th,87.125,Mandarins
8/3/19,"Allentown, PA",6th,86.625,Crossmen
8/3/19,"Allentown, PA",7th,85.9,Phantom Regiment
8/3/19,"Allentown, PA",8th,84.6,Spirit of Atlanta
8/3/19,"Allentown, PA",9th,82.863,Colts
8/3/19,"Allentown, PA",10th,82.575,Pacific Crest
8/3/19,"Allentown, PA",11th,76.625,Jersey Surf
8/3/19,"Allentown, PA",12th,71.95,Seattle Cascades
8/4/19,"Buffalo, NY",1st,95.875,Bluecoats
8/4/19,"Buffalo, NY",2nd,94.775,Carolina Crown
8/4/19,"Buffalo, NY",3rd,93.1,The Cavaliers
8/4/19,"Buffalo, NY",4th,92.3,Boston Crusaders
8/4/19,"Buffalo, NY",5th,89,Blue Knights
8/4/19,"Buffalo, NY",6th,87.975,Blue Stars
8/4/19,"Buffalo, NY",7th,87.2,Mandarins
8/4/19,"Buffalo, NY",8th,86.4,Phantom Regiment
8/4/19,"Buffalo, NY",9th,83.15,Colts
8/4/19,"Pittsburgh, PA",1st,95.75,Blue Devils
8/4/19,"Pittsburgh, PA",2nd,86.05,Spirit of Atlanta
8/4/19,"Pittsburgh, PA",3rd,84.2,The Academy
8/4/19,"Pittsburgh, PA",4th,79.6,Troopers
8/4/19,"Pittsburgh, PA",5th,79.25,Madison Scouts
8/4/19,"Pittsburgh, PA",6th,75.7,Genesis
8/4/19,"Pittsburgh, PA",7th,70.85,Seattle Cascades
8/5/19,"Akron, OH",1st,96.15,Bluecoats
8/5/19,"Akron, OH",2nd,95.15,Santa Clara Vanguard
8/5/19,"Akron, OH",3rd,94.85,Carolina Crown
8/5/19,"Akron, OH",4th,92.8,The Cavaliers
8/5/19,"Akron, OH",5th,92.7,Boston Crusaders
8/5/19,"Akron, OH",6th,89.55,Blue Knights
8/5/19,"Akron, OH",7th,87.8,Mandarins
8/5/19,"Akron, OH",8th,86.1,Phantom Regiment
8/5/19,"Akron, OH",9th,85.95,Crossmen
8/5/19,"Edinboro, PA",1st,89.4,The Cadets
8/5/19,"Edinboro, PA",2nd,84.45,Colts
